"Date","Rides","Mean_temp","Precip"
2017-11-03,14144,9.5,9.8
2017-11-04,10706,3.4,0.4
2017-11-05,5029,7.8,11.4
2017-11-06,12063,8.2,5
2017-11-07,12985,1.2,0
2017-11-08,12995,NA,0
2017-11-09,12518,4.5,2.6
2017-11-10,7273,-3.8,0.2
2017-11-11,5706,-5.5,0
2017-11-12,5763,-1.6,0
2017-11-13,9288,-2.5,0
2017-11-14,10496,1.2,0
2017-11-15,10811,1.3,0
2018-04-10,3062,0.4,0
2018-04-11,9599,2.7,0.2
2018-04-12,9611,5.2,6.6
2018-04-13,12738,6.2,0
2018-04-14,6854,0.8,0
2018-04-15,3607,-2.7,2.4
2018-04-16,2684,1.4,15.4
2018-04-17,6246,1.7,1.8
2018-04-18,9496,3.5,0.8
2018-04-19,11002,2.3,0.4
2018-04-20,13044,4.7,0
2018-04-21,16245,6.2,0
2018-04-22,17712,7,0
2018-04-23,21269,8.8,0
2018-04-24,23549,13.1,0
2018-04-25,8210,12.5,18.2
2018-04-26,7345,9.3,6.6
2018-04-27,20487,9.3,0
2018-04-28,17400,10.7,1
2018-04-29,4849,6.6,14
2018-04-30,11973,8.1,11.4
2018-05-01,23271,12.2,0
2018-05-02,24571,18.2,0.2
2018-05-03,13246,14.9,13.2
2018-05-04,16311,13.3,5.2
2018-05-05,24905,13.2,0
2018-05-06,23963,14,0
2018-05-07,25666,9.7,0
2018-05-08,30632,13.8,0
2018-05-09,31734,18,0
2018-05-10,23042,14.4,0.4
2018-05-11,25164,7.5,0
2018-05-12,26166,10.7,0
2018-05-13,24239,13.4,0
2018-05-14,29106,18.2,0
2018-05-15,22826,13.7,1.2
2018-05-16,30659,13.1,0
2018-05-17,28835,13.4,0
2018-05-18,29153,10.1,0
2018-05-19,14497,12.9,5.8
2018-05-20,21498,15.4,9.2
2018-05-21,26050,16.5,0
2018-05-22,21621,16.7,2.6
2018-05-23,30420,17.6,0
2018-05-24,31970,17.7,0
2018-05-25,31315,21.7,0.6
2018-05-26,24160,18.3,7.8
2018-05-27,25579,15.8,0.4
2018-05-28,27546,17.3,2
2018-05-29,34682,19.4,0
2018-05-30,35143,20.1,0
2018-05-31,33940,24.8,0.4
2018-06-01,34806,24.1,0
2018-06-02,35521,19.7,0
2018-06-03,32008,18.1,5
2018-06-04,9015,12.2,23
2018-06-05,27235,13.1,0.6
2018-06-06,30493,14.2,0
2018-06-07,32780,17.2,0
2018-06-08,36654,17.9,0
2018-06-09,35448,17.6,0
2018-06-10,29823,14.4,0
2018-06-11,33256,15.7,0
2018-06-12,35067,19.3,0
2018-06-13,24874,21.1,4.6
2018-06-14,19825,14.6,10.4
2018-06-15,35136,18.2,0.2
2018-06-16,32576,21.2,0
2018-06-17,27710,22.8,0.8
2018-06-18,21992,23.7,19
2018-06-19,34840,19.3,0
2018-06-20,30769,19.7,0.8
2018-06-21,34738,16.6,0
2018-06-22,34118,18.2,0
2018-06-23,20728,18.6,4
2018-06-24,17086,18.5,5.4
2018-06-25,25720,17.6,0
2018-06-26,32769,16.9,0
2018-06-27,31589,21.2,2.2
2018-06-28,31446,19.9,0.2
2018-06-29,34324,24.9,0
2018-06-30,26124,27.1,5.8
2018-07-01,21986,28.4,0
2018-07-02,20822,29.1,0
2018-07-03,31415,27.3,0
2018-07-04,32737,27.2,0
2018-07-05,31778,28.6,0
2018-07-06,35689,21.9,NA
2018-07-07,32260,20.6,0
2018-07-08,27383,23.4,0
2018-07-09,31617,25.1,0
2018-07-10,34007,24.3,0
2018-07-11,35455,19.9,0
2018-07-12,35309,23,0
2018-07-13,35180,23.1,0
2018-07-14,30299,24.8,0.4
2018-07-15,28513,26.1,0
2018-07-16,32099,26.4,0
2018-07-17,31505,23.7,31.8
2018-07-18,36610,19.4,0
2018-07-19,35779,20,0
2018-07-20,34647,23.9,0
2018-07-21,31102,25.7,0
2018-07-22,17589,22.3,5
2018-07-23,29802,25.2,0
2018-07-24,28046,26.4,1
2018-07-25,15315,23.7,30.6
2018-07-26,31056,23.9,26.8
2018-07-27,33920,24.5,0.2
2018-07-28,29805,22.7,1.8
2018-07-29,34498,22,0
2018-07-30,32250,22.8,0
2018-07-31,34558,24.3,0
2018-08-01,32524,25.3,3.6
2018-08-02,34942,25.2,0
2018-08-03,34028,24.5,0
2018-08-04,25995,23.5,2.6
2018-08-05,28738,25.5,0
2018-08-06,28679,26.5,9.4
2018-08-07,27770,24.8,1
2018-08-08,28360,23.9,6
2018-08-09,33055,23.5,3.6
2018-08-10,34981,21.2,0
2018-08-11,30350,21.7,0
2018-08-12,27110,23.3,0
2018-08-13,31479,25,0
2018-08-14,32869,25.8,7.4
2018-08-15,32802,24.4,0
2018-08-16,35489,20.7,0
2018-08-17,22735,20.2,3.6
2018-08-18,31322,21.5,0
2018-08-19,28613,22,0
2018-08-20,32399,21.1,0
2018-08-21,32108,22.4,0.4
2018-08-22,26178,19.4,0.6
2018-08-23,34990,18.6,0
2018-08-24,35174,23.3,0
2018-08-25,30113,23.4,0
2018-08-26,21844,22.9,15.4
2018-08-27,31735,22.3,3.6
2018-08-28,30589,26.2,6.8
2018-08-29,31481,26.4,1.8
2018-08-30,34112,17.5,0
2018-08-31,34226,17.5,0.4
2018-09-01,27294,23.7,0
2018-09-02,16073,22.5,10.4
2018-09-03,17577,25.8,4.4
2018-09-04,34212,22.2,0
2018-09-05,33267,25.6,1.4
2018-09-06,34541,20.8,0
2018-09-07,35361,16.9,0
2018-09-08,26997,13.6,0
2018-09-09,22936,11.6,0
2018-09-10,24696,13,17.6
2018-09-11,23431,16.5,7.8
2018-09-12,33006,19.9,0
2018-09-13,34731,19.8,0
2018-09-14,34936,21.9,0
2018-09-15,28635,23,0
2018-09-16,26217,23.3,0
2018-09-17,32157,24.2,0
2018-09-18,30506,19.2,0
2018-09-19,29185,13.6,0
2018-09-20,29662,13.1,0
2018-09-21,17370,18.9,33.6
2018-09-22,23764,13.4,0
2018-09-23,19609,12.6,0
2018-09-24,25133,9.6,0
2018-09-25,16906,13.5,5.6
2018-09-26,20547,17.7,3.8
2018-09-27,29374,12.8,0
2018-09-28,29597,16.5,1.2
2018-09-29,20489,12.8,1.8
2018-09-30,19311,10,1.2
2018-10-01,24536,10.7,0.2
2018-10-02,12039,9.2,8.8
2018-10-03,23110,10.6,0
2018-10-04,22692,15.6,0.2
2018-10-05,22491,7.1,0
2018-10-06,13476,8.9,0
2018-10-07,12489,8.1,0
2018-10-08,8491,8.5,18.8
2018-10-09,25536,17.6,0.2
2018-10-10,19334,15.2,5.4
2018-10-11,13942,9.3,7.8
2018-10-12,21349,8.8,0
2018-10-13,14078,6.6,0
2018-10-14,14576,8.2,0
2018-10-15,13605,9.2,5.4
2018-10-16,18723,6.3,0
2018-10-17,17874,5.7,0.2
2018-10-18,16647,2.2,0
2018-10-19,20940,10.3,0
2018-10-20,13571,8.1,0.8
2018-10-21,9901,2.3,0
2018-10-22,16329,2.1,0.2
2018-10-23,17345,4.7,0.6
2018-10-24,14568,4.6,1
2018-10-25,15829,1.4,0
2018-10-26,16446,0.3,0
2018-10-27,8226,1,9
2018-10-28,5483,2.7,6
2018-10-29,10467,4.3,1.6
2018-10-30,15045,1.6,0
2018-10-31,9352,1.9,8.8
2018-11-01,14871,5.7,8.6
2018-11-02,10375,4.2,6.4
2018-11-03,4882,3.7,10.6
2018-11-04,9749,4,0
2018-11-05,10201,3.5,8.6
2018-11-06,10506,9.1,5
2018-11-07,14202,9.4,0.6
2018-11-08,14315,5.3,0
2018-11-09,9825,0.2,15
2018-11-10,6557,1.7,2.6
2018-11-11,5998,-2.1,0
2018-11-12,10794,0.2,0.2
2018-11-13,7291,-2.7,7
2018-11-14,7184,-8.8,0
2018-11-15,7598,-7.7,0
2019-04-14,9143,4.8,6
2019-04-15,7310,4,2.2
2019-04-16,13672,5.6,0
2019-04-17,19726,5.9,0
2019-04-18,13505,11,1.4
2019-04-19,4673,8.8,31
2019-04-20,6604,5.7,12.4
2019-04-21,16306,9.8,0
2019-04-22,21354,12.1,0
2019-04-23,20897,11.7,3.2
2019-04-24,10624,6.8,7.2
2019-04-25,20155,7.7,0
2019-04-26,8179,7.9,22.6
2019-04-27,7518,5.4,9.8
2019-04-28,14192,6.1,0
2019-04-29,20319,4.4,0
2019-04-30,23365,9.7,0
2019-05-01,16549,5.2,6.8
2019-05-02,19354,6,0.6
2019-05-03,14502,9,3.6
2019-05-04,25509,12.3,0
2019-05-05,29123,12.4,0
2019-05-06,31189,16.8,0
2019-05-07,28516,11.6,0.6
2019-05-08,28927,8.3,0
2019-05-09,24751,9.9,14.2
2019-05-10,13305,13.1,26
2019-05-11,22437,9.5,0
2019-05-12,23012,11.5,0
2019-05-13,23715,11.3,3.4
2019-05-14,14793,7.1,2.6
2019-05-15,28480,10.6,0.2
2019-05-16,31006,12,0
2019-05-17,23506,11.9,0.8
2019-05-18,23420,11.5,0
2019-05-19,19138,14.5,12.2
2019-05-20,21324,16.4,0
2019-05-21,26582,12.1,0.6
2019-05-22,33269,12.6,0.2
2019-05-23,20424,16.6,17.2
2019-05-24,29653,13.8,2
2019-05-25,23965,15.4,1
2019-05-26,42878,18.3,1
2019-05-27,30223,12.8,0
2019-05-28,23709,10.1,2
2019-05-29,31319,11.8,0
2019-05-30,32292,16.6,2.2
2019-05-31,33453,11.7,0
2019-06-01,30223,14.2,0
2019-06-02,15968,14.8,8
2019-06-03,26354,9.8,0
2019-06-04,28998,11.9,0.2
2019-06-05,30092,13.6,0.8
2019-06-06,38449,17.2,0
2019-06-07,39123,17.3,0
2019-06-08,37405,16.3,0
2019-06-09,33545,21.3,0
2019-06-10,34737,23.4,4.8
2019-06-11,27856,14.8,20.6
2019-06-12,37621,17,0
2019-06-13,30093,16.5,1.8
2019-06-14,24320,15.3,6
2019-06-15,16271,17.1,6.4
2019-06-16,29166,16.2,0
2019-06-17,35625,NA,0
2019-06-18,38042,NA,0
2019-06-19,38628,NA,0
2019-06-20,21172,17,5.6
2019-06-21,36378,20.2,0
2019-06-22,31260,21.4,0
2019-06-23,29481,21.8,0
2019-06-24,29001,19,0
2019-06-25,23613,21.1,17.2
2019-06-26,35322,23,0.2
2019-06-27,38497,24,1.2
2019-06-28,36411,22.9,0
2019-06-29,26382,22.5,14.6
2019-06-30,33376,19.9,3.4
2019-07-01,32084,NA,0
2019-07-02,40388,24.7,0
2019-07-03,41063,24.7,0
2019-07-04,40394,25.9,0
2019-07-05,35603,25.5,3.8
2019-07-06,33578,23.8,0
2019-07-07,32911,20,0
2019-07-08,36735,20.2,0
2019-07-09,39216,23.6,0
2019-07-10,40652,24.9,0
2019-07-11,21666,23.8,29.8
2019-07-12,36857,22.1,0
2019-07-13,31164,22.6,0.8
2019-07-14,28291,21.3,0
2019-07-15,35924,21.7,0
2019-07-16,36474,23.4,0
2019-07-17,38966,22.9,0
2019-07-18,40612,21.7,0
2019-07-19,35273,26.4,4.4
2019-07-20,29347,28.2,0
2019-07-21,27752,25,0
2019-07-22,34525,19.9,0
2019-07-23,37426,21.5,0
2019-07-24,39607,19,0
2019-07-25,40285,21,0
2019-07-26,38851,24.5,0
2019-07-27,34265,25.6,0
2019-07-28,36545,25.3,1.6
2019-07-29,34732,26.3,0
2019-07-30,33789,27.3,0
2019-07-31,37871,24.3,0
2019-08-01,39832,21.3,0
2019-08-02,39036,23.1,0
2019-08-03,33340,23.6,0
2019-08-04,32823,19.1,0
2019-08-05,36820,19.5,0
2019-08-06,36854,24.4,0
2019-08-07,32433,22.9,0.4
2019-08-08,34300,24.1,10.8
2019-08-09,33235,20.1,10.8
2019-08-10,26591,17.4,1.4
2019-08-11,29932,20.5,0
2019-08-12,28722,22.7,3
2019-08-13,36227,22.2,0
2019-08-14,36785,19.7,0
2019-08-15,38273,18.3,0
2019-08-16,36938,20.2,0.8
2019-08-17,29427,23,4.2
2019-08-18,29783,24.1,0
2019-08-19,33234,23.2,0.4
2019-08-20,38059,21.7,0
2019-08-21,32198,22.3,3.6
2019-08-22,37431,21,0
2019-08-23,36020,18.4,0
2019-08-24,30537,17.6,0
2019-08-25,37713,18.7,0
2019-08-26,35522,19.8,0
2019-08-27,37475,20,0
2019-08-28,18711,19.8,16.8
2019-08-29,37359,21.3,0
2019-08-30,31419,20.2,10.2
2019-08-31,28556,17.1,0
2019-09-01,29560,16.4,5.2
2019-09-02,14531,17.7,27.4
2019-09-03,34972,15.8,0
2019-09-04,28858,18.9,22.4
2019-09-05,36933,15.5,0
2019-09-06,35358,16.9,0
2019-09-07,19925,16.5,10.4
2019-09-08,22494,14.3,0
2019-09-09,31544,13.2,0
2019-09-10,26572,13.2,3.2
2019-09-11,31520,20.2,3.6
2019-09-12,34834,15,0
2019-09-13,34314,13.8,0
2019-09-14,23734,18.6,7.2
2019-09-15,23524,14.2,0
2019-09-16,31803,15.7,0
2019-09-17,33798,14.1,0
2019-09-18,33749,13.8,0
2019-09-19,34501,13.7,0
2019-09-20,35209,18.3,0
2019-09-21,31325,19.9,0
2019-09-22,25419,21.3,0
2019-09-23,20747,20.6,5.6
2019-09-24,30097,14.9,0.6
2019-09-25,32029,15.9,0.2
2019-09-26,24111,14.9,7.6
2019-09-27,40358,14.3,0.2
2019-09-28,14763,14.9,7.4
2019-09-29,27443,10.1,0
2019-09-30,26920,9.5,4
2019-10-01,14017,13.1,48.4
2019-10-02,26547,9.3,0
2019-10-03,24542,6.7,5.4
2019-10-04,23822,6.8,0.6
2019-10-05,19613,6.7,0
2019-10-06,15544,11.4,0
2019-10-07,18289,14.2,10.4
2019-10-08,28226,11.4,0
2019-10-09,26730,10.3,0
2019-10-10,27761,12.6,0
2019-10-11,27242,12.8,0
2019-10-12,18073,13,1.2
2019-10-13,17879,10.5,0
2019-10-14,13734,9.5,0.4
2019-10-15,24828,8.7,0
2019-10-16,22370,12.2,13
2019-10-17,5616,8,55
2019-10-18,21218,6.6,0.2
2019-10-19,17944,6.2,0
2019-10-20,14862,6.8,0
2019-10-21,23982,8.4,0
2019-10-22,18533,11.6,19.8
2019-10-23,23179,12.3,6.4
2019-10-24,21773,9.9,0
2019-10-25,22337,5.8,0
2019-10-26,18019,7.1,0
2019-10-27,4394,8.4,37.2
2019-10-28,19505,8.8,0.2
2019-10-29,23396,10.1,0
2019-10-30,23025,12.1,0.6
2019-10-31,10195,12,61
